,vaccination_ratio,new_deaths_per_million,reproduction_rate,positive_rate,stringency_index
2020-08-09,0.0,0.46742222222222235,1.172727272727273,0.03374999999999999,48.69952380952382
2020-08-10,0.0,0.8192666666666668,1.1681818181818182,0.03688235294117647,48.61142857142858
2020-08-11,0.0,0.7674222222222222,1.1636363636363638,0.03626470588235294,48.47904761904763
2020-08-12,0.0,0.839111111111111,1.1595454545454549,0.036029411764705886,48.43500000000001
2020-08-13,0.0,0.4968222222222222,1.1525,0.036823529411764706,48.61119047619049
2020-08-14,0.0,0.5138666666666667,1.1447727272727275,0.03705882352941176,48.633095238095244
2020-08-15,0.0,0.6159333333333333,1.134772727272727,0.03752941176470587,48.699047619047626
2020-08-16,0.0,0.4260222222222223,1.1256818181818182,0.036805555555555564,48.56666666666668
2020-08-17,0.0,0.6396222222222224,1.1175000000000002,0.03711764705882353,48.40142857142858
2020-08-18,0.0,0.4232666666666667,1.1163636363636362,0.0371764705882353,48.73238095238096
2020-08-19,0.0,0.5588000000000001,1.1122727272727273,0.03705882352941176,48.79857142857143
2020-08-20,0.0,0.5730666666666667,1.1120454545454546,0.03641176470588235,48.798571428571435
2020-08-21,0.0,0.6121111111111112,1.1097727272727274,0.03661764705882354,48.53380952380952
2020-08-22,0.0,0.5312888888888889,1.1056818181818184,0.036647058823529394,48.60000000000001
2020-08-23,0.0,0.3410444444444445,1.0997727272727271,0.035694444444444445,48.6
2020-08-24,0.0,0.6149333333333334,1.0963636363636364,0.036470588235294116,48.66619047619047
2020-08-25,0.0,0.7095555555555555,1.0728888888888892,0.03691176470588235,48.66619047619048
2020-08-26,0.0,0.29837777777777774,1.0699999999999998,0.03720588235294118,48.666190476190486
2020-08-27,0.0,0.5602444444444443,1.0662222222222224,0.03676470588235295,48.53404761904762
2020-08-28,0.0,0.5236444444444445,1.065333333333333,0.03763636363636364,48.40166666666667
2020-08-29,0.0,0.46199999999999997,1.0664444444444445,0.03727272727272727,48.40166666666668
2020-08-30,0.0,0.6281111111111112,1.0711111111111111,0.03605714285714286,48.401666666666685
2020-08-31,0.0,0.571111111111111,1.0751111111111114,0.037000000000000005,48.225476190476186
2020-09-01,0.0,0.6570888888888887,1.081777777777778,0.03624242424242425,47.54238095238095
2020-09-02,0.0,-1.0513333333333332,1.0937777777777775,0.035242424242424235,47.27785714285714
2020-09-03,0.0,0.5452666666666667,1.1042222222222224,0.0352121212121212,47.37714285714286
2020-09-04,0.0,0.5473555555555555,1.1135555555555556,0.034205882352941176,47.12357142857144
2020-09-05,0.0,0.6174222222222223,1.1260000000000001,0.034441176470588246,47.12357142857142
2020-09-06,0.0,0.3605333333333333,1.1362222222222222,0.03297222222222222,47.079523809523806
